,timestamp,plant_id,in_bounds,area,convex_hull_area,solidity,perimeter,width,height,longest_path,center_of_mass,convex_hull_vertices,object_in_frame,ellipse_center,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity
1357,2024-08-12 18:45:01,2,True,2640.0,371947.5,0.007097775895791745,221813.93596315384,784,656,778.4786445368942,"(952.2170454545454, 721.6386363636364)",26,True,"(955.3484497070312, 702.5504760742188)",789.135498046875,548.7664184570312,105.14788055419922,0.7186209238770603
1358,2024-08-12 18:45:01,8,True,2203.0,307432.5,0.007165800622900962,165051.60997641087,632,696,704.6431721091179,"(1842.437131184748, 1334.4280526554699)",27,True,"(1844.32763671875, 1320.1138916015625)",632.6131591796875,602.5667114257812,177.97891235351562,0.3045253482985816
1359,2024-08-12 18:45:01,16,False,2235.0,413525.0,0.00540475182878907,252800.7100403309,856,584,830.4342237648927,"(3649.1919463087247, 330.7897091722595)",19,False,"(3661.299560546875, 309.660400390625)",819.5941162109375,568.17041015625,93.07917022705078,0.7207126931120247
1360,2024-08-09 21:15:01,6,True,2465.0,215069.0,0.011461437957120738,134565.28043937683,608,496,552.5984075257546,"(1910.3440162271804, 374.92251521298175)",22,True,"(1949.020263671875, 352.55902099609375)",571.7349243164062,438.4685363769531,102.66720581054688,0.6417561179138007
1361,2024-08-09 21:15:01,12,True,2313.0,269956.0,0.008568062943590807,136433.74227774143,576,680,656.5554051258736,"(2738.0890618244703, 929.0838737570255)",24,True,"(2740.431396484375, 910.91552734375)",611.869384765625,553.8676147460938,5.830130577087402,0.42497383335691163
1362,2024-08-09 21:15:01,5,False,2000.0,270269.5,0.007400021090060107,188708.42420876026,688,496,704.5686623743636,"(944.61, 2308.1135)",23,False,"(966.0098266601562, 2350.07763671875)",681.594482421875,467.2225646972656,77.23846435546875,0.7280870659210339
1363,2024-08-09 21:15:01,3,True,3159.0,442384.5,0.007140846932928256,272494.6944863796,888,752,877.6702114120087,"(922.5102880658436, 1310.306742640076)",24,True,"(917.50927734375, 1268.2952880859375)",798.032958984375,645.6738891601562,89.70966339111328,0.5876961373922044
1364,2024-08-09 21:15:01,15,False,1920.0,273849.5,0.007011150285101853,170248.44224870205,784,552,727.7946138849888,"(2857.61875, 2382.1369791666666)",26,False,"(2831.146484375, 2369.543701171875)",704.9035034179688,503.1891784667969,106.3069839477539,0.7003075819801897
1365,2024-08-09 21:15:01,18,True,2014.0,295998.5,0.006804088534232437,175392.8615243435,760,512,744.4763260171542,"(3672.7447864945384, 1429.8932472691163)",22,True,"(3650.788818359375, 1436.8145751953125)",704.6104736328125,499.18304443359375,84.28026580810547,0.7057585065708402
1366,2024-08-09 21:15:01,2,True,2292.0,311656.5,0.007354250593201168,148087.5005415678,687,608,791.3962345121437,"(958.2316753926701, 805.8180628272252)",22,True,"(972.6309204101562, 764.01806640625)",708.871826171875,515.3742065429688,59.031429290771484,0.6866010294016147
1367,2024-08-09 21:15:01,1,False,1656.0,300389.0,0.005512851669002527,179125.65495717525,664,544,644.8015198493255,"(996.5591787439613, 308.9794685990338)",25,False,"(994.207763671875, 271.07373046875)",648.60546875,545.1817016601562,96.55986785888672,0.5417426448459831
1368,2024-08-09 21:15:01,4,True,2292.0,359039.5,0.006383698729526974,153167.8713634014,704,712,874.1081168825742,"(1036.4201570680627, 1863.501745200698)",25,True,"(1057.11328125, 1885.201171875)",846.82861328125,497.13018798828125,50.57280349731445,0.8095511467955208
1369,2024-08-09 21:15:01,19,True,0.0,0.0,0.0,0.0,0,0,0.0,"(0, 0)",0,True,"(0, 0)",0.0,0.0,0.0,0.0
1370,2024-08-09 21:15:01,10,True,1026.0,173000.0,0.005930635838150289,70058.89108109474,472,485,596.3128373597201,"(1839.9610136452243, 2316.569200779727)",15,True,"(1801.8363037109375, 2455.00830078125)",695.6372680664062,389.24627685546875,26.3819522857666,0.8287942244703294
1371,2024-08-09 21:15:01,13,True,1952.0,250546.5,0.007790968941893022,120615.08492064476,568,608,608.4734998338054,"(2806.561475409836, 1351.107069672131)",28,True,"(2808.8828125, 1374.6171875)",598.5370483398438,509.1942138671875,33.36327362060547,0.5256008174300514
1372,2024-08-09 21:15:01,14,True,1386.0,169700.5,0.008167330090365084,87077.34771823883,512,496,550.2017811676004,"(2730.250360750361, 1790.3982683982683)",29,True,"(2734.150390625, 1793.9560546875)",540.9552001953125,378.5263366699219,125.2693099975586,0.7144005978867186
1373,2024-08-09 21:15:01,16,True,1968.0,276270.5,0.007123453282199873,175788.57876729965,656,544,693.9812677587198,"(3758.6255081300815, 388.1864837398374)",29,True,"(3755.474609375, 369.0450744628906)",651.557373046875,495.6070251464844,108.72508239746094,0.6491623750517543
1374,2024-08-09 21:15:01,17,True,1783.0,283953.5,0.006279197122064,128471.88730156422,824,520,760.7634323493736,"(3627.744251261918, 941.6550757150869)",21,True,"(3594.6806640625, 927.8804931640625)",809.8243408203125,471.6956481933594,83.25041198730469,0.8128546206310587
1375,2024-08-09 21:15:01,11,False,2293.0,335129.0,0.00684214138436244,186319.61701381207,768,624,727.6214675227773,"(2831.22895769734, 344.86436982119494)",27,False,"(2835.062255859375, 356.73663330078125)",734.839599609375,548.0611572265625,82.32054138183594,0.6661428234498116
1376,2024-08-09 21:15:01,9,True,1638.0,243581.0,0.00672466243261995,110830.98966157436,568,600,658.569662222608,"(1795.7454212454213, 1754.0586080586081)",23,True,"(1787.4268798828125, 1791.9757080078125)",691.0072631835938,456.77703857421875,142.93540954589844,0.7503588263883231
1377,2024-08-09 21:15:01,20,False,1457.0,210198.0,0.00693155976745735,150781.85120880604,688,368,692.2846235472806,"(3775.9190116678105, 2385.5799588194923)",22,False,"(3738.96630859375, 2422.556640625)",700.181640625,343.6219787597656,92.49311065673828,0.8712941233341343
1378,2024-08-09 21:15:01,8,True,1734.0,198114.5,0.008752514328835092,113845.01336503029,496,504,564.7831442244005,"(1849.6914648212226, 1289.242214532872)",27,True,"(1854.212646484375, 1303.679443359375)",531.6473999023438,416.56475830078125,142.341064453125,0.62134667212592
1379,2024-08-09 21:15:01,7,True,1517.0,181005.0,0.008380983950719593,81991.69735431671,408,624,575.3503280610867,"(1922.4700065919578, 823.4475939353988)",21,True,"(1890.93798828125, 851.2818603515625)",629.0474853515625,359.59344482421875,15.394257545471191,0.8204992961336991
1380,2024-08-12 13:15:01,10,False,263.0,10508.0,0.025028549676437,6366.387625336647,152,104,172.7917822120022,"(2113.463878326996, 2533.9125475285173)",16,False,"(2055.942626953125, 2634.3642578125)",355.58941650390625,110.26122283935547,37.8862419128418,0.9507104159207908
